Index_accidente,lugar,nodo1,nodo2,peso,Accident_severity,date,time,speed_limit,weather_condition
200501BS00567,C. del Barquillo 23,40.42252708039984 -3.69565213074216,40.42308341561207 -3.6941392594113345,2,3,15/10/2005,12:10,30,1
200501BS00568,C. de Tamayo y Baus 4,40.42304402727619 -3.6930607662092956,40.42308341561207 -3.6941392594113345,1,2,19/10/2005,18:26,30,2
200501BS00569,Calle del Almte. 19,40.42249994449321 -3.693240606082948,40.42304402727619 -3.6930607662092956,2,2,20/10/2005,14:10,30,1
200501BS00570,P.º de Recoletos 23,40.42247085809589 -3.6922375053698686,40.42249994449321 -3.693240606082948,2,3,23/10/2005,13:15,30,1
200501BS00571,Calle del Almte. 13,40.422511209346105 -3.6941715379733617,40.42249994449321 -3.693240606082948,3,3,22/10/2005,15:53,30,1
200501BS00572,C. de Prim 21,40.421886452498896 -3.6924682214325446,40.42247085809589 -3.6922375053698686,2,3,21/10/2005,12:17,30,1
200501BS00573,P.º de Recoletos 14,40.422408111061316 -3.691255223180558,40.42247085809589 -3.6922375053698686,3,3,3/11/2005,08:35,30,1
200501BS00574,Justicia,40.42380312957227 -3.694112277356211,40.42247085809589 -3.6922375053698686,4,3,21/10/2005,11:39,30,1
200501BS00575,C. de Prim 8,40.42191758123447 -3.69419495252793,40.421886452498896 -3.6924682214325446,3,2,25/10/2005,20:45,30,1
200501BS00576,P.º de Recoletos 1,40.4202576602615 -3.6934495109891894,40.421886452498896 -3.6924682214325446,1,3,6/10/2005,16:51,30,1
200501BS00577,Cuartel General del Ejército,40.42015147670117 -3.6937230963247103,40.4202576602615 -3.6934495109891894,2,3,27/10/2005,17:00,30,1
200501BS00578,Iglesia de San Pascual,40.42124487256046 -3.692913498197165,40.421886452498896 -3.6924682214325446,3,3,26/10/2005,14:18,30,1
200501BS00579,C. de Prim 8,40.42191758123447 -3.69419495252793,40.422511209346105 -3.6941715379733617,4,3,19/10/2005,22:40,30,2
200501BS00580,C. del Barquillo 28,40.422551583428216 -3.695614579886719,40.422511209346105 -3.6941715379733617,3,2,23/10/2005,18:20,30,1
200501BS00581,C. del Barquillo 34,40.4231147126976 -3.695593193782815,40.422551583428216 -3.695614579886719,2,3,8/10/2005,10:40,30,1
200501BS00582,C. de Gravina 17,40.42275078519759 -3.696810974342822,40.422551583428216 -3.695614579886719,1,3,4/11/2005,17:10,30,1
200501BS00583,Monocle,40.4219376581517 -3.6956630661319028,40.422551583428216 -3.695614579886719,3,3,27/10/2005,12:30,30,1
200501BS00584,C. de Prim 8,40.42191758123447 -3.69419495252793,40.4219376581517 -3.6956630661319028,2,3,28/10/2005,14:14,30,1
200501BS00585,C. del Barquillo 11,40.4211372518338 -3.695686115398548,40.4219376581517 -3.6956630661319028,4,2,21/10/2005,11:10,30,2
200501BS00586,C. de la Libertad 31,40.42209247710687 -3.6973222989662435,40.4219376581517 -3.6956630661319028,4,3,1/11/2005,08:40,30,1
200501BS00587,C. de Gravina 17,40.42275078519759 -3.696810974342822,40.42209247710687 -3.6973222989662435,3,3,17/10/2005,16:00,30,1
200501BS00588,C. de Barbieri 24,40.4221683968603 -3.697741777955819,40.42209247710687 -3.6973222989662435,3,3,30/10/2005,15:29,30,1
200501BS00589,C. de la Libertad 21,40.421240901414 -3.6973717066415914,40.42209247710687 -3.6973222989662435,4,3,2/11/2005,15:50,30,2
200501BS00590,C. de San Marcos 28,40.421305787697875 -3.6980852190623437,40.421240901414 -3.6973717066415914,2,3,7/11/2005,09:40,30,1
200501BS00591,C. de las Infantas 42,40.42009649481704 -3.6974522501668305,40.421240901414 -3.6973717066415914,1,3,27/10/2005,17:48,30,1
200501BS00592,C. de San Marcos 39,40.42114970618236 -3.6967120618115326,40.421240901414 -3.6973717066415914,3,3,15/10/2005,14:54,30,1
200501BS00593,C. de las Infantas 44 Bajo D,40.42005882789338 -3.69685162633075,40.42114970618236 -3.6967120618115326,4,3,15/10/2005,11:50,30,1
200501BS00594,C. del Barquillo 11,40.4211372518338 -3.695686115398548,40.42114970618236 -3.6967120618115326,1,3,1/11/2005,19:03,30,2
200501BS00595,C. del Barquillo 6,40.420086919386925 -3.695655456365163,40.4211372518338 -3.695686115398548,2,3,28/10/2005,13:55,30,1
200501BS00596,C. de las Infantas 44 Bajo D,40.42005882789338 -3.69685162633075,40.420086919386925 -3.695655456365163,2,3,20/10/2005,13:20,30,1
200501BS00597,C. del Marqués de Valdeiglesias 5,40.42002252396162 -3.6971977289371796,40.42005882789338 -3.69685162633075,3,3,2/11/2005,20:45,30,2
200501BS00598,C. de las Infantas 42,40.42009649481704 -3.6974522501668305,40.42002252396162 -3.6971977289371796,3,2,26/10/2005,09:56,30,1
200501BS00599,C. del Marqués de Valdeiglesias 6,40.419570260225974 -3.6971656594558833,40.42002252396162 -3.6971977289371796,4,2,28/10/2005,08:00,30,2
200501BS00600,C. de Víctor Hugo,40.41977812980331 -3.698147439927107,40.419570260225974 -3.6971656594558833,2,3,27/10/2005,16:12,30,1
200501BS00601,C. de las Infantas 19,40.42026364036357 -3.698115264961941,40.41977812980331 -3.698147439927107,1,2,21/10/2005,18:23,30,1
200501BS00602,C. de las Infantas 17,40.42039128698834 -3.6983997557827313,40.42026364036357 -3.698115264961941,2,3,6/11/2005,18:40,30,2
200501BS00603,C. de las Infantas 42,40.42009649481704 -3.6974522501668305,40.42026364036357 -3.698115264961941,3,3,4/11/2005,10:07,30,1
200501BS00604,C. de San Marcos 28,40.421305787697875 -3.6980852190623437,40.42009649481704 -3.6974522501668305,2,3,26/10/2005,10:50,30,1
200501BS00605,C. de Barbieri 24,40.4221683968603 -3.697741777955819,40.421305787697875 -3.6980852190623437,2,3,2/11/2005,08:18,30,1
200501BS00606,C. de Augusto Figueroa,40.42234355092297 -3.698283657691559,40.4221683968603 -3.697741777955819,2,2,2/11/2005,11:00,30,2
200501BS00607,C. de Piamonte 1,40.4231709780704 -3.6966528011460467,40.42275078519759 -3.696810974342822,3,2,6/11/2005,00:50,30,1
200501BS00608,C. de Gravina 10,40.42301127647438 -3.697591624582229,40.42275078519759 -3.696810974342822,2,3,7/11/2005,09:20,30,1
200501BS00609,C. de Pelayo 36,40.42323137054641 -3.6981656440625854,40.42301127647438 -3.697591624582229,2,3,7/11/2005,17:50,30,1
200501BS00610,C. de S. Gregorio 11,40.42381084205662 -3.6972107850972677,40.42301127647438 -3.697591624582229,1,3,2/11/2005,07:10,30,2
200501BS00611,C. de Belén 3,40.424333064825134 -3.6970016391716927,40.42381084205662 -3.6972107850972677,3,3,12/11/2005,16:05,30,1
200501BS00612,Tr.ª de Belén 1,40.423748668668004 -3.6965295827994322,40.42381084205662 -3.6972107850972677,4,3,2/11/2005,01:00,30,2
200501BS00613,C. de Piamonte 1,40.4231709780704 -3.6966528011460467,40.423748668668004 -3.6965295827994322,5,3,2/11/2005,17:00,30,1
200501BS00614,C. de Belén 7,40.42416290190462 -3.6964704612151293,40.423748668668004 -3.6965295827994322,3,2,4/11/2005,13:16,30,1
200501BS00615,C. de San Lucas 16,40.42369281288823 -3.695537142767851,40.423748668668004 -3.6965295827994322,1,2,9/11/2005,13:08,30,1
200501BS00616,C. del Barquillo 34,40.4231147126976 -3.695593193782815,40.42416290190462 -3.6964704612151293,2,3,9/11/2005,15:24,30,1
200501BS00617,C. de Piamonte 10,40.42311702405664 -3.69524203646488,40.4231147126976 -3.695593193782815,2,3,7/11/2005,16:35,30,1
200501BS00618,C. de San Lucas 16,40.42369281288823 -3.695537142767851,40.4231147126976 -3.695593193782815,3,3,7/11/2005,18:10,30,1
200501BS00619,C. del Barquillo 49,40.42456628070985 -3.6954727214663547,40.42369281288823 -3.695537142767851,4,3,3/11/2005,08:22,30,4
200501BS00620,C. de Belén 7,40.42416290190462 -3.6964704612151293,40.42456628070985 -3.6954727214663547,1,3,4/11/2005,22:40,30,1
200501BS00621,C. de Fernando VI 17,40.42501818507681 -3.6959504423211933,40.42456628070985 -3.6954727214663547,2,3,12/11/2005,19:24,30,1
200501BS00622,Pl. de las Salesas 11,40.424066238199856 -3.694920483246781,40.42456628070985 -3.6954727214663547,3,3,12/10/2005,21:35,30,2
200501BS00623,Pl. de las Salesas,40.42395782797337 -3.694396665163386,40.424066238199856 -3.694920483246781,2,3,8/11/2005,09:53,30,1
200501BS00624,C. de Piamonte 10,40.42311702405664 -3.69524203646488,40.424066238199856 -3.694920483246781,4,3,2/11/2005,19:44,30,2
200501BS00625,Pl. de las Salesas 5,40.424463728784836 -3.6942197256783995,40.42395782797337 -3.694396665163386,1,3,7/11/2005,16:14,30,1
200501BS00626,C. de Francisco de Rojas 9,40.4250186292707 -3.6940105391673868,40.424463728784836 -3.6942197256783995,5,3,10/11/2005,10:00,30,1
200501BS00627,Mausoleo General O'Donnell,40.424646528062745 -3.6938013391708697,40.4250186292707 -3.6940105391673868,3,3,4/11/2005,14:20,30,1
200501BS00628,Mausoleo General O'Donnell,40.424646528062745 -3.6938013391708697,40.424463728784836 -3.6942197256783995,2,2,7/11/2005,09:50,30,1
200501BS00629,C. de Pelayo 53,40.42444290568866 -3.6972645079381037,40.424333064825134 -3.6970016391716927,1,3,8/11/2005,18:20,30,1
200501BS00630,C. de Belén 7,40.42416290190462 -3.6964704612151293,40.424333064825134 -3.6970016391716927,3,3,8/11/2005,16:16,30,1
200501BS00631,C. de Fernando VI 17,40.42501818507681 -3.6959504423211933,40.424333064825134 -3.6970016391716927,3,3,10/11/2005,14:10,30,1
200501BS00632,Tr.ª de San Mateo 15,40.42472422150791 -3.697049974753449,40.42444290568866 -3.6972645079381037,2,3,27/10/2005,12:06,30,1
200501BS00633,C. de Pelayo 36,40.42323137054641 -3.6981656440625854,40.42444290568866 -3.6972645079381037,2,3,15/11/2005,17:04,30,1
200501BS00634,C/ de Hortaleza 104,40.42503818983983 -3.697776930092354,40.42472422150791 -3.697049974753449,3,3,19/11/2005,13:10,30,1
200501BS00635,C/ de Hortaleza 69,40.424772304614535 -3.6979861637596003,40.42503818983983 -3.697776930092354,4,3,15/11/2005,12:01,30,1
200501BS00636,C/ de Hortaleza 63,40.42457582680906 -3.6981310907460987,40.424772304614535 -3.6979861637596003,2,3,11/11/2005,15:13,30,1
200501BS00637,P.º de Recoletos 520,40.419381029355606 -3.6925306557172903,40.41905788235566 -3.692986625032537,1,3,6/11/2005,10:43,30,2
200501BS00638,C. de Alcalá 9,40.41971752069335 -3.692464564017081,40.41905788235566 -3.692986625032537,3,3,21/11/2005,18:25,30,2
200501BS00639,C. de Prim 28004 Madrid,40.42181004051677 -3.6918708525348163,40.41905788235566 -3.692986625032537,2,2,16/11/2005,23:40,30,1
200501BS00640,C. de Prim 21,40.421886452498896 -3.6924682214325446,40.42181004051677 -3.6918708525348163,4,3,18/11/2005,09:10,30,1
200501BS00641,Recoletos 212,40.42300461450907 -3.6912768894973493,40.42181004051677 -3.6918708525348163,2,3,9/11/2005,07:04,30,1
200501BS00642,Pl. de Colón ,40.42456414367976 -3.6905634838767374,40.42300461450907 -3.6912768894973493,1,3,11/11/2005,18:09,30,2
200501BS00643,Recoletos 2231,40.42455139379037 -3.690306059345574,40.42456414367976 -3.6905634838767374,3,2,11/11/2005,08:50,30,1
200501BS00644,P.º de Recoletos 314,40.42315090157557 -3.6908690133156323,40.42455139379037 -3.690306059345574,4,3,18/11/2005,11:05,30,1
200501BS00645,C. de Jorge Juan 1,40.42402822685337 -3.688128197836996,40.42455139379037 -3.690306059345574,2,3,13/11/2005,15:57,30,1
200501BS00646,C. de Serrano 16-20,40.42263108753118 -3.6883428281780635,40.42402822685337 -3.688128197836996,5,3,29/09/2005,12:20,30,1
200501BS00647,C. de Jorge Juan,40.42392929236322 -3.686787170303577,40.42402822685337 -3.688128197836996,4,3,20/11/2005,01:20,30,1
200501BS00648,C. de Jorge Juan 15,40.423834918502386 -3.6856017151740024,40.42392929236322 -3.686787170303577,2,3,17/11/2005,10:45,30,1
200501BS00649,95 - Villanueva,40.42248678967485 -3.686975042423941,40.42392929236322 -3.686787170303577,1,3,11/11/2005,14:25,30,1
200501BS00650,C. de Serrano 16-20,40.42263108753118 -3.6883428281780635,40.42248678967485 -3.686975042423941,2,3,3/11/2005,18:20,30,1
200501BS00651,C. del Conde de Aranda 9,40.421785285597615 -3.6870929420643255,40.42248678967485 -3.686975042423941,3,3,16/11/2005,20:05,30,4
200501BS00652,Calle de Lagasca 15,40.42247093460314 -3.6857411181806863,40.42248678967485 -3.686975042423941,3,3,29/11/2005,10:25,30,1
200501BS00653,Calle de Lagasca 19,40.42314019238995 -3.685633863110875,40.42247093460314 -3.6857411181806863,3,3,24/11/2005,18:30,30,2
200501BS00654,C. de Velázquez 8,40.422310727418406 -3.684378677700271,40.42247093460314 -3.6857411181806863,2,3,17/11/2005,12:08,30,1
200501BS00655,C. del Conde de Aranda 10 18,40.42171399943423 -3.68581641543864,40.42247093460314 -3.6857411181806863,2,2,27/11/2005,17:30,30,1
200501BS00656,C. de Velázquez,40.421664538278975 -3.684432431673925,40.42171399943423 -3.68581641543864,1,3,18/11/2005,13:01,30,1
200501BS00657,Calle de Lagasca 3,40.42117397583177 -3.685955946123931,40.42171399943423 -3.68581641543864,3,3,18/11/2005,10:10,30,1
200501BS00658,C. del Conde de Aranda 9,40.421785285597615 -3.6870929420643255,40.42171399943423 -3.68581641543864,1,3,2/12/2005,09:15,30,1
200501BS00659,Calle de Claudio Coello 9,40.42116409123195 -3.6872324263303375,40.421785285597615 -3.6870929420643255,2,3,2/12/2005,11:20,30,1
200501BS00660,C. de Serrano 7,40.421841573172706 -3.6884877252340584,40.421785285597615 -3.6870929420643255,3,3,23/11/2005,07:40,30,1
200501BS00661,C. de Serrano 16-20,40.42263108753118 -3.6883428281780635,40.421841573172706 -3.6884877252340584,2,3,21/10/2005,08:45,30,2
200501BS00662,C. de Columela 0,40.421217622792405 -3.6885359704401868,40.421841573172706 -3.6884877252340584,1,3,23/11/2005,09:50,30,1
200501BS00663,C. de Serrano,40.42056936270851 -3.688617212647264,40.421217622792405 -3.6885359704401868,3,3,19/11/2005,21:40,30,1
200501BS00664,Calle de Claudio Coello 9,40.42116409123195 -3.6872324263303375,40.421217622792405 -3.6885359704401868,2,3,13/11/2005,11:45,30,1
200501BS00665,Calle de Claudio Coello 0,40.42038875904511 -3.6871796514678166,40.42116409123195 -3.6872324263303375,2,3,22/11/2005,13:52,30,1
200501BS00666,C. de Alcalá 28001 Madrid,40.420211208772706 -3.688044371158746,40.42038875904511 -3.6871796514678166,1,3,23/11/2005,09:35,30,1
200501BS00667,C. de Alcalá 83,40.42064155080825 -3.68596202862675,40.42038875904511 -3.6871796514678166,2,3,2/12/2005,03:35,30,2
200501BS00668,Calle de Lagasca 3,40.42117397583177 -3.685955946123931,40.42064155080825 -3.68596202862675,4,3,25/11/2005,13:07,30,1
200501BS00669,C. de Alcalá 28009 Madrid,40.4209366769564 -3.6845987537901315,40.42064155080825 -3.68596202862675,2,3,28/11/2005,15:25,30,1
200501BS00670,Calle de Claudio Coello 9,40.42116409123195 -3.6872324263303375,40.42117397583177 -3.685955946123931,3,3,22/10/2005,07:50,30,1
200501BS00671,C. de Velázquez 28001,40.421659098329954 -3.684454012153907,40.4209366769564 -3.6845987537901315,1,3,22/11/2005,06:30,30,1
200501BS00672,Calle de Núñez de Balboa 1,40.42162188993246 -3.683053938420541,40.4209366769564 -3.6845987537901315,4,2,28/11/2005,19:45,30,1
200501BS00673,C. de Villanueva 31,40.42229936855836 -3.6830700447432236,40.42162188993246 -3.683053938420541,3,3,28/11/2005,13:00,30,1
200501BS00674,C. de Alcalá 62,40.42213559053862 -3.68165384499275,40.42162188993246 -3.683053938420541,5,3,25/11/2005,08:30,30,1
200501BS00675,Casa Árabe,40.42169000208738 -3.6817772331625784,40.42162188993246 -3.683053938420541,4,3,2/12/2005,12:09,30,1
200501BS00676,Jerónimos 2 28009 Madrid,40.42136956767677 -3.6813552031534584,40.42162188993246 -3.683053938420541,2,3,11/08/2005,07:15,30,1
200501BS00677,Casita del Pescador,40.42063199471131 -3.6809556023124133,40.42162188993246 -3.683053938420541,2,3,21/12/2005,14:35,30,1
200501BS00678,Puerta de Madrid II,40.42118332671533 -3.6817817226542915,40.42162188993246 -3.683053938420541,1,3,1/12/2005,16:47,30,2
200501BS00679,Casita del Pescador,40.42063199471131 -3.6809556023124133,40.42136956767677 -3.6813552031534584,3,3,29/11/2005,18:30,30,1
200501BS00680,Puerta de Madrid II,40.42118332671533 -3.6817817226542915,40.42136956767677 -3.6813552031534584,2,3,3/12/2005,01:45,30,1
200501BS00681,C. de Villanueva 31,40.42229936855836 -3.6830700447432236,40.42229936855836 -3.6830700447432236,1,3,7/12/2005,19:30,30,2
200501BS00682,C. de Jorge Juan 36,40.42373194715453 -3.6828823477685395,40.42229936855836 -3.6830700447432236,3,3,3/12/2005,13:00,30,1
200501BS00683,C. de Alcalá 62,40.42213559053862 -3.68165384499275,40.42229936855836 -3.6830700447432236,2,3,6/12/2005,15:10,30,1
200501BS00684,C. del Príncipe de Vergara 0,40.42275407733947 -3.680398904240641,40.42213559053862 -3.68165384499275,4,3,8/12/2005,15:55,30,1
200501BS00685,C. de Jorge Juan 42,40.42367658395173 -3.681654225232997,40.42213559053862 -3.68165384499275,3,2,12/12/2005,16:15,30,1
200501BS00686,Calle de Goya 15,40.4250809481327 -3.6815040477676066,40.42367658395173 -3.681654225232997,3,3,10/12/2005,18:45,30,1
200501BS00687,C. del Príncipe de Vergara 9 Bajo Dcha,40.42361030144573 -3.6803024218770033,40.42367658395173 -3.681654225232997,4,3,7/12/2005,16:32,30,1
200501BS00688,C. de Jorge Juan 36,40.42373194715453 -3.6828823477685395,40.42367658395173 -3.681654225232997,2,2,3/12/2005,16:30,30,8
200501BS00689,Calle de Goya 43,40.42513668204983 -3.6828130783578024,40.42373194715453 -3.6828823477685395,3,3,6/12/2005,10:24,30,1
200501BS00690,C. de Velázquez 21 4°A,40.42378453197172 -3.684234722212153,40.42373194715453 -3.6828823477685395,1,3,5/12/2005,16:08,30,2
200501BS00691,C. de Velázquez 14 16 ,40.42304896307071 -3.6842991244796837,40.42378453197172 -3.684234722212153,3,3,3/12/2005,05:15,30,1
200501BS00692,Calle de Goya 33,40.42521292989804 -3.684224049617313,40.42378453197172 -3.684234722212153,2,3,9/12/2005,22:08,30,1
200501BS00693,C. de Jorge Juan 15,40.423834918502386 -3.6856017151740024,40.42378453197172 -3.684234722212153,1,3,13/12/2005,23:36,30,1
200501BS00694,Calle de Goya 2888888,40.42507722233696 -3.682743551452041,40.42521292989804 -3.684224049617313,3,3,13/12/2005,16:40,30,1
200501BS00695,C. de Hermosilla,40.4262437966414 -3.6827222839930998,40.42507722233696 -3.682743551452041,1,3,16/12/2005,00:55,30,1
200501BS00696,Calle de Goya 15,40.4250809481327 -3.6815040477676066,40.42507722233696 -3.682743551452041,2,3,17/12/2005,07:10,30,1
200501BS00697,Calle de Castelló 41,40.426206102813076 -3.6814456379720353,40.4250809481327 -3.6815040477676066,4,3,28/12/2005,21:30,30,1
200501BS00698,Calle de Goya 40,40.42502955239682 -3.680222564205014,40.4250809481327 -3.6815040477676066,3,3,18/12/2005,18:15,30,1
200501BS00699,C. del Príncipe de Vergara 29,40.42618277768086 -3.6800965876652993,40.42502955239682 -3.680222564205014,5,3,9/12/2005,11:05,30,1
200501BS00700,Calle de Goya 73 LOCAL 5,40.42498991720659 -3.678680445182999,40.42502955239682 -3.680222564205014,3,3,1/12/2005,01:47,30,1
200501BS00701,C. del Príncipe de Vergara 9 Bajo Dcha,40.42361030144573 -3.6803024218770033,40.42502955239682 -3.680222564205014,1,3,18/12/2005,08:21,30,1
200501BS00702,Calle de O'Donnell 28009 Madrid,40.421548334805586 -3.6800356379743437,40.42136956767677 -3.6813552031534584,2,3,9/12/2005,15:28,30,1
200501BS00703,C. del Príncipe de Vergara 0,40.42275407733947 -3.680398904240641,40.421548334805586 -3.6800356379743437,3,2,17/12/2005,01:07,30,1
200501BS00704,Calle del Dr. Castelo 1,40.420572845135695 -3.679503093692528,40.421548334805586 -3.6800356379743437,4,3,17/12/2005,16:30,30,1
200501BS00705,Calle de O'Donnell 15,40.42172401218158 -3.6789345231809416,40.421548334805586 -3.6800356379743437,2,2,8/12/2005,11:05,30,1
200501BS00706,Calle del Dr. Castelo 11A,40.42054737403967 -3.679031110955027,40.42172401218158 -3.6789345231809416,3,3,25/11/2005,15:45,30,1
200501BS00707,C. de Antonio Acuña 8,40.42264198523815 -3.6788058459846824,40.42172401218158 -3.6789345231809416,4,2,10/12/2005,11:29,30,1
200501BS00708,Calle de O'Donnell 14,40.4216205783716 -3.6775934930430405,40.42172401218158 -3.6789345231809416,1,2,16/12/2005,16:20,30,1
200501BS00709,Calle de O'Donnell 37,40.4215298610966 -3.675968191947109,40.4216205783716 -3.6775934930430405,2,3,9/12/2005,18:14,30,1
200501BS00710,C. de Narváez 18a,40.42249119728648 -3.675875715260433,40.4216205783716 -3.6775934930430405,3,3,14/12/2005,16:16,30,1
200501BS00711,C. de Narváez 28009 Madrid,40.42038344814437 -3.6761117858503383,40.4216205783716 -3.6775934930430405,2,3,19/12/2005,17:10,30,1
200501BS00712,282222009 Madrid España,40.42152032177513 -3.6760474784887442,40.42038344814437 -3.6761117858503383,1,3,21/12/2005,18:45,30,1
200501BS00713,calle Narváez 50 C. de Menorca 25,40.41945335803583 -3.6761977551661116,40.42038344814437 -3.6761117858503383,4,3,28/12/2005,12:35,30,1
200501BS00714,C. de Ibiza 4 B.I,40.418146042976495 -3.6746636279661056,40.42038344814437 -3.6761117858503383,3,2,23/12/2005,19:00,30,1
200501BS00715,C/ de Fernán González 51,40.419395270585596 -3.674577820784989,40.418146042976495 -3.6746636279661056,3,3,28/12/2005,14:20,30,1
200501BS00716,C. de Ibiza 46,40.418145119440155 -3.6730114413349386,40.418146042976495 -3.6746636279661056,2,2,30/11/2005,11:20,30,1
200501BS00717,Pl. de Colón ,40.41490109999872 -3.70632464662998,40.41478607443208 -3.706308302780923,1,3,28/11/2005,17:15,30,1
200501BS00718,Recoletos 2231,40.41478607443208 -3.706308302780923,40.41483404954239 -3.7056757268322182,2,3,19/12/2005,14:57,30,1
200501BS00719,P.º de Recoletos 314,40.41483404954239 -3.7056757268322182,40.41529915470686 -3.705504090090046,3,3,17/12/2005,11:29,30,1
200501BS00720,C. de Jorge Juan 1,40.41529915470686 -3.705504090090046,40.41651176561341 -3.7051608287323137,4,3,19/12/2005,17:15,30,1
200501BS00721,C. de Serrano 16-20,40.41651176561341 -3.7051608287323137,40.416445997637254 -3.705791170636661,3,3,17/12/2005,00:41,30,1
200501BS00722,C. de Jorge Juan,40.416445997637254 -3.705791170636661,40.41711535232118 -3.7059468194421705,2,3,15/12/2005,03:27,30,1
200501BS00723,C. de Jorge Juan 15,40.41711535232118 -3.7059468194421705,40.4179726154557 -3.7056303508201,3,3,29/12/2005,20:10,30,1
200501BS00724,95 - Villanueva,40.4179726154557 -3.7056303508201,40.41830756857774 -3.706555834341488,3,3,30/12/2005,16:40,30,5
200501BS00725,C. de Serrano 16-20,40.41830756857774 -3.706555834341488,40.41824996760171 -3.7068052968979894,2,3,30/12/2005,18:00,30,7
200501BS00726,C. del Conde de Aranda 9,40.41824996760171 -3.7068052968979894,40.41832552345317 -3.7071539840053536,1,3,19/12/2005,09:20,30,1
200501BS00727,Calle de Lagasca 15,40.41436180559483 -3.704042286205891,40.41483404954239 -3.7056757268322182,2,3,20/12/2005,12:40,30,1
200501BS00728,Calle de Lagasca 19,40.414010090999724 -3.7045787932776286,40.41436180559483 -3.704042286205891,3,3,29/12/2005,17:05,30,1
200501BS00729,C. de Velázquez 8,40.41397697014284 -3.706311558450064,40.414010090999724 -3.7045787932776286,5,3,19/12/2005,10:40,30,8
200501BS00730,C. del Conde de Aranda 10 18,40.41437272691902 -3.706381388904106,40.41397697014284 -3.706311558450064,1,2,21/12/2005,21:25,30,1
200501BS00731,C. de Velázquez,40.41490109999872 -3.70632464662998,40.41437272691902 -3.706381388904106,2,3,20/12/2005,22:20,30,1
200501BS00732,C. de Tamayo y Baus 4,40.41469899122043 -3.7068374270231774,40.41490109999872 -3.70632464662998,6,3,21/12/2005,06:44,30,1
200501BS00733,Justicia,40.41516415561746 -3.706751620792851,40.41469899122043 -3.7068374270231774,2,3,17/11/2005,11:55,30,1
200501BS00734,Pl. de las Salesas,40.41438813614724 -3.7071754097974714,40.41469899122043 -3.7068374270231774,3,3,19/12/2005,10:05,30,1
200501BS00735,C. del Conde de Xiquena,40.41437272691902 -3.706381388904106,40.41438813614724 -3.7071754097974714,3,2,23/12/2005,05:50,30,1
200501BS00736,Calle del Almte. 13,40.414298726907205 -3.7075508946082905,40.41438813614724 -3.7071754097974714,2,3,29/12/2005,13:20,30,1
200501BS00737,C. del Barquillo 23,40.41362795412976 -3.7074637889293753,40.414298726907205 -3.7075508946082905,1,3,31/12/2005,21:29,30,1
200501BS00738,C. de Tamayo y Baus 4,40.41397697014284 -3.706311558450064,40.41362795412976 -3.7074637889293753,2,3,27/12/2005,10:32,30,3
200501BS00739,Calle del Almte. 19,40.41478607443208 -3.706308302780923,40.41483404954239 -3.7056757268322182,3,3,27/12/2005,14:00,30,1
200501BS00740,P.º de Recoletos 23,40.41483404954239 -3.7056757268322182,40.41529915470686 -3.705504090090046,5,3,12/12/2005,21:30,30,1
200501BS00741,Calle del Almte. 13,40.41529915470686 -3.705504090090046,40.41651176561341 -3.7051608287323137,1,2,12/12/2005,08:30,30,1
200501BS00742,C. de Prim 21,40.41651176561341 -3.7051608287323137,40.416445997637254 -3.705791170636661,2,3,1/09/2005,17:15,30,1
200501BS00743,P.º de Recoletos 14,40.416445997637254 -3.705791170636661,40.41711535232118 -3.7059468194421705,6,2,6/12/2005,19:23,30,1
200501BS00744,Justicia,40.41711535232118 -3.7059468194421705,40.4179726154557 -3.7056303508201,2,3,1/01/2005,22:50,30,1
200501BS00745,C. de Prim 8,40.4179726154557 -3.7056303508201,40.41830756857774 -3.706555834341488,5,3,2/01/2005,20:50,30,1
200501BS00746,P.º de Recoletos 1,40.41830756857774 -3.706555834341488,40.41824996760171 -3.7068052968979894,4,3,2/01/2005,10:02,30,1
200501BS00747,Cuartel General del Ejército,40.41824996760171 -3.7068052968979894,40.41832552345317 -3.7071539840053536,2,3,8/01/2005,02:45,30,2
200501BS00748,Iglesia de San Pascual,40.41436180559483 -3.704042286205891,40.41483404954239 -3.7056757268322182,4,3,4/01/2005,12:30,30,1
200501BS00749,C. de Prim 8,40.414010090999724 -3.7045787932776286,40.41436180559483 -3.704042286205891,1,2,7/01/2005,18:05,30,1
200501BS00750,C. del Barquillo 28,40.41397697014284 -3.706311558450064,40.414010090999724 -3.7045787932776286,3,2,10/01/2005,10:00,30,1
200501BS00751,C. del Barquillo 34,40.41437272691902 -3.706381388904106,40.41397697014284 -3.706311558450064,2,2,10/01/2005,15:00,30,2
200501BS00752,C. de Gravina 17,40.41490109999872 -3.70632464662998,40.41437272691902 -3.706381388904106,6,2,11/01/2005,11:59,30,2
200501BS00753,Monocle,40.41469899122043 -3.7068374270231774,40.41490109999872 -3.70632464662998,3,3,18/01/2005,02:45,30,2
200501BS00754,C. de Prim 8,40.41516415561746 -3.706751620792851,40.41469899122043 -3.7068374270231774,4,3,14/01/2005,14:22,30,1
200501BS00755,Justicia,40.41711535232118 -3.7059468194421705,40.4179726154557 -3.7056303508201,1,3,15/01/2005,12:25,30,1
200501BS00756,C. de Prim 8,40.4179726154557 -3.7056303508201,40.41830756857774 -3.706555834341488,5,3,19/01/2005,07:30,30,1
200501BS00757,P.º de Recoletos 1,40.41830756857774 -3.706555834341488,40.41824996760171 -3.7068052968979894,4,3,22/01/2005,00:30,30,1
